availablefrom,availableuntil,buildingnumber,categories/0,description,geolocation/0/latitude,geolocation/0/longitude,geolocationentrances/0/latitude,geolocationentrances/0/longitude,id,image/fullurl,image/thumbnail,maxzoomlevel,minzoomlevel,name,openinghours/hasopeninghours,openinghours/opennow,openinghours/unknown,openinghours/weekdays/0/day,openinghours/weekdays/0/fulltext,openinghours/weekdays/0/timestext,openinghours/weekdays/1/day,openinghours/weekdays/1/fulltext,openinghours/weekdays/1/timestext,openinghours/weekdays/2/day,openinghours/weekdays/2/fulltext,openinghours/weekdays/2/timestext,openinghours/weekdays/3/day,openinghours/weekdays/3/fulltext,openinghours/weekdays/3/timestext,openinghours/weekdays/4/day,openinghours/weekdays/4/fulltext,openinghours/weekdays/4/timestext,openinghours/weekdays/5/day,openinghours/weekdays/5/fulltext,openinghours/weekdays/5/timestext,openinghours/weekdays/6/day,openinghours/weekdays/6/fulltext,openinghours/weekdays/6/timestext,openinghours/weekdaytext/0,parent,shortdescription,zoomlimit,openinghours/periods/0/close/day,openinghours/periods/0/close/time,openinghours/periods/0/open/day,openinghours/periods/0/open/time,openinghours/periods/1/close/day,openinghours/periods/1/close/time,openinghours/periods/1/open/day,openinghours/periods/1/open/time,openinghours/periods/2/close/day,openinghours/periods/2/close/time,openinghours/periods/2/open/day,openinghours/periods/2/open/time,openinghours/periods/3/close/day,openinghours/periods/3/close/time,openinghours/periods/3/open/day,openinghours/periods/3/open/time,openinghours/periods/4/close/day,openinghours/periods/4/close/time,openinghours/periods/4/open/day,openinghours/periods/4/open/time,openinghours/weekdaytext/1,openinghours/weekdaytext/2,openinghours/weekdaytext/3,openinghours/weekdaytext/4,openinghours/weekdaytext/5,openinghours/weekdaytext/6,categories/1,openinghours/periods/5/close/day,openinghours/periods/5/close/time,openinghours/periods/5/open/day,openinghours/periods/5/open/time,openinghours/periods/6/close/day,openinghours/periods/6/close/time,openinghours/periods/6/open/day,openinghours/periods/6/open/time,categories/2,area/0/latitude,area/0/longitude,area/1/latitude,area/1/longitude,area/2/latitude,area/2/longitude,area/3/latitude,area/3/longitude,area/4/latitude,area/4/longitude,area/5/latitude,area/5/longitude,area/6/latitude,area/6/longitude,area/7/latitude,area/7/longitude,area/8/latitude,area/8/longitude,area/9/latitude,area/9/longitude,area/10/latitude,area/10/longitude,image,keywords/0,keywords/1,keywords/2,keywords/3,openinghours/periods/7/close/day,openinghours/periods/7/close/time,openinghours/periods/7/open/day,openinghours/periods/7/open/time,openinghours/periods/8/close/day,openinghours/periods/8/close/time,openinghours/periods/8/open/day,openinghours/periods/8/open/time,openinghours/periods/9/close/day,openinghours/periods/9/close/time,openinghours/periods/9/open/day,openinghours/periods/9/open/time
2016-06-05T19:43:55.225Z,,11,poicategory:825CC92E50826F5150A85838C692D057,"The three disciplines of The
Faculty of Electrical Engineering, Mathematics and Computer Science shape information
and communication technology at the University of Twente. ICT is more than
communication. Mathematics, electronics and computer technology are present in
almost every product, and nowadays ICT contributes to all of societies'
activities. It is no longer about gadgets that we do or do not want to use. The
real integration of ICT is just beginning. What we need is more intelligence in
our systems and improvement of their natural interaction with humans.",52.239236,6.856456,52.239152,6.856497,poiobject:18B4FCC37D50FE5138E5C138BFFE9A9C,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if4/49e0b00103fa056d00f2c8f403723b0b00f088fc030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if3/cc724d0103fa056d00f2c8f403723b0b00f088fc030701c1da00da0080.jpg,15,0,Faculty EEMCS,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:88DA3C57E75C13E77A26AEC2C3CCB21E,"The Faculty of Electrical Engineering, Mathematics and Computer Science.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:00:48.691Z,,42,poicategory:C94D48BE0A576734D84194A7FBD2CBCB,"In this attractive, renovated
farm in the middle of the campus the 'Faculty Club' restaurant is located. It
is a meeting place for University of Twente staff and their guests. The
restaurant has a sunny terrace next to a fruit orchard and is frequently used
for drinks, parties and receptions. The building is also the home base of the
Stichting Faculty Club, a foundation that organises all sorts of activities in
order to stimulate the academic debate and connect different worlds with one
another. The 'Faculty Club' is located in an existing farm that was completely
renovated by the well-known architect Piet Blom in 1964. In 2003 his son, Abel
Blom, was responsible for new alterations.Â Â <b>Architecture by Piet Blom &amp; Abel Blom</b>





In 1964 Piet Blom converted an
old farmhouse into a refectory. The interior was playful, with split levels and
voids, in sharp contrast to the sober interiors favoured by the New
Objectivity. Blom left his unique architectural signature - a square poised on
one corner - in the placement of windows in buildings and walls. They echo his
legendary cube homes in Rotterdam. The architectâ€™s son converted the building
into a chic restaurant.",52.241187,6.853694,52.241047,6.853749,poiobject:B1A6DB6DDF1FF805AA8C3C9F5F3E4DA7,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie7/4a97770103bbff6c00f6daf403723b0b004b9491030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i0b/1c685e0103bbff6c00f6daf403723b0b004b9491030701c1da00da0080.jpg,12,0,Faculty Club,true,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 12:00 - 20:00,12:00 - 20:00,Tuesday,Tuesday: 12:00 - 20:00,12:00 - 20:00,Wednesday,Wednesday: 12:00 - 20:00,12:00 - 20:00,Thursday,Thursday: 12:00 - 20:00,12:00 - 20:00,Friday,Friday: 12:00 - 15:00,12:00 - 15:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,,"In this attractive, renovated farm in the middle of the campus the 'Faculty Club' restaurant is located. It is a meeting placeâ€¦",21,1,2000,1,1200,2,2000,2,1200,3,2000,3,1200,4,2000,4,1200,5,1500,5,1200,Monday: 12:00 - 20:00,Tuesday: 12:00 - 20:00,Wednesday: 12:00 - 20:00,Thursday: 12:00 - 20:00,Friday: 12:00 - 15:00,Saturday: Closed,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,,,,,,,,,poicategory:4A2B200C4318F7D5CDE0661CA7A71557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T13:26:12.342Z,,,poicategory:ED5340BB14A2F25B367A91BB38668C26,"These two regulation size basketball courts have a
tarmac surface.",52.2455,6.85019,52.245638,6.849622,poiobject:7BD7A8884B29FC9F188530BF5DD91BC7,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i9b/6b205701032d5ea2000f21e902fe3b0b00c5bd58020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i9e/15db8801032d5ea2000f21e902fe3b0b00c5bd58020701c1da00da0080.jpg,15,0,Basketball fields,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,These two regulation size basketball courts have a tarmac surface.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T11:55:42.720Z,,53,poicategory:7083211C9D71ACF6BBCC159902A687B0,"The Box complex accommodates
160 apartments divided over three floors. All apartments have their own
sanitary facilities, as well as a kitchen. The size of the apartments varies
from 30 to 67 m2. The complex has been attractively designed by the
architect and is a striking object on the campus. The complex also accommodates
Fortes Labs, day care facilities for disabled people and a communal space for
tentants.",52.245272,6.850853,52.244863,6.851392,poiobject:D5B5631ED5D699BFC673D4827A5F1B89,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i33/cf8a520103d8fe6c0091e5f403723b0b0010760b040701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i4e/a8857c0103d8fe6c0091e5f403723b0b0010760b040701c1da00da0080.jpg,15,0,Box,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"The Box complex accommodates 160 apartments divided over three floors. All apartments have their own sanitary facilities, asâ€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:30:30.686Z,,16,poicategory:C94D48BE0A576734D84194A7FBD2CBCB,"The MESA+ Nanolab is among the world's most
cutting-edge laboratories for nanotechnology. It has been designed by Jan
Hoogstad. In this laboratory, research is conducted on the scale of nanometres;
the scale of atoms and molecules. A nanometre is one million times smaller than
a millimetre. Research on such small particles sets high demands to a building.
Temperature, incidence of light and air humidity are to be kept at a constant
level. Even the smallest vibration can have disastrous results. Because dust
particles can also be fatal to nano products in the making, the nanolab has
1000m2 of cleanrooms and the researchers wear protective clothing
and gloves. Researchers in the lab work on challenging projects, like for
instance smart materials for solar cells, a pill that can trace bowel cancer or
complete laboratories no larger than a stamp. The MESA+ Nanolab is connected to
the 'CarrÃ©' building and doesn't have an own entrance.<br/>",52.237502,6.857911,52.238114,6.857899,poiobject:C74624427ABEF4331EEBD69316EAEE23,http://campusapp.webhare-test.utsp.utwente.nl/.uc/id6/f8f08d0103c6036d005ad5f403763b0b0081895c020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i3f/bc52f80103c6036d005ad5f403763b0b0081895c020701c1da00da0080.jpg,12,0,Nanolab,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 08:00 - 18:00,08:00 - 18:00,Tuesday,Tuesday: 08:00 - 18:00,08:00 - 18:00,Wednesday,Wednesday: 08:00 - 18:00,08:00 - 18:00,Thursday,Thursday: 08:00 - 18:00,08:00 - 18:00,Friday,Friday: 08:00 - 18:00,08:00 - 18:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,,The MESA+ Nanolab is among the world's most cutting-edge laboratories for nanotechnology. It has been designed by Jan Hoogstad.â€¦,0,1,1800,1,0800,2,1800,2,0800,3,1800,3,0800,4,1800,4,0800,5,1800,5,0800,Monday: 08:00 - 18:00,Tuesday: 08:00 - 18:00,Wednesday: 08:00 - 18:00,Thursday: 08:00 - 18:00,Friday: 08:00 - 18:00,Saturday: Closed,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,,,,,,,,,poicategory:9633E0C77CE5E08A89D02D1349309115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T19:44:45.076Z,,,poicategory:825CC92E50826F5150A85838C692D057,"The Faculty of Geo-Information
Science and Earth Observation (ITC) provides international postgraduate
education, as well as research and project services in the field of
geo-information science and earth observation, using remote sensing and GIS.
The aim of ITC's activities is the international exchange of knowledge,
focusing on capacity building and institutional development in developing countries
and emerging economies.",52.223829,6.885895,52.223901,6.886014,poiobject:177821FB0341E28617BB33ED1DC9180E,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i94/6b4f6c010303036d004ad7f403723b0b003dc6ad030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ibd/8c2577010303036d004ad7f403723b0b003dc6ad030701c1da00da0080.jpg,15,0,Faculty ITC,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:E3881A4C449216DCCB2B2F44BB79B07F,The Faculty of Geo-Information Science and Earth Observation.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T19:43:21.562Z,,21,poicategory:825CC92E50826F5150A85838C692D057,"The Faculty of Engineering
Technology (ET, in Dutch also called CTW), is one of the five faculties at the
University of Twente. ET combines Mechanical Engineering, Civil Engineering and
Industrial Design Engineering. The faculty has approximately 1800 bachelor's
and master's students, 300 employees and 150 PhD candidates. The faculty is
organized by means of a matrix-structure: the departments cooperatively conduct
the educational programmes and participate in interdisciplinary research
projects, programmes and the following research institutes: MIRA, CTIT and IGS.",52.237463,6.860203,52.237618,6.860649,poiobject:E73C797AD1311D652C185FE302724FD7,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i2d/55c2f20103e6026d00ebd0f403723b0b007710ac030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if1/cd671e0103e6026d00ebd0f403723b0b007710ac030701c1da00da0080.jpg,15,0,Faculty CTW,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:3C4A25C0310E988682272B6AA3EF29DF,The Faculty of Engineering Technology.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T13:31:54.103Z,,15,poicategory:C94D48BE0A576734D84194A7FBD2CBCB,"The top floors
of 'CarrÃ©', which is designed by Jan van der Ploeg, offer an excellent view of
the laboratory roof in the quadrangle. Semicircles in wide swathes of colour
compensate for the buildingâ€™s whiteness. Powerful colours, simple forms, clean
lines: it is obvious that Van der Ploeg follows the tradition of
neoplaticism.Â ",52.238451,6.858422,52.238845,6.856673,poiobject:22237FC65B3FE43ACBF8F34B31138783,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ice/81272101032861a200016aec02fe3b0b009a1f60020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ide/9d4f7f01032861a200016aec02fe3b0b009a1f60020701c1da00da0080.jpg,15,0,CarrÃ© roof painting,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:E9C23F8347EA6CD48CF31C6818D5203F,"The top floors of 'CarrÃ©', which is designed by Jan van der Ploeg, offer an excellent view of the laboratory roof in theâ€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T11:57:55.552Z,,15,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"The complex of buildings 'CarrÃ©'
was put into use in 2010. It is the heart of the Education and Research Centre.
The square shaped, five-floor building is situated around a courtyard. Because
of its shape, the building has no dead ends. It houses offices, lecture halls,
practice halls and a wide range of laboratories of several faculties, like Science
and Technology, Electrical Engineering and Mathematics and Computer Science.
The building has a direct connection with the MESA+ Nanolab and the 'Waaier' building.

<!--[if !supportAnnotations]-->

<!--[endif]-->

",52.238451,6.858422,52.238845,6.856673,poiobject:E9C23F8347EA6CD48CF31C6818D5203F,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie0/472f2d01032bff6c0085e4f403723b0b00bb6d8d030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ia5/8e25e701032bff6c0085e4f403723b0b00bb6d8d030701c1da00da0080.jpg,12,0,CarrÃ©,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 08:00 - 18:00,08:00 - 18:00,Tuesday,Tuesday: 08:00 - 18:00,08:00 - 18:00,Wednesday,Wednesday: 08:00 - 18:00,08:00 - 18:00,Thursday,Thursday: 08:00 - 18:00,08:00 - 18:00,Friday,Friday: 08:00 - 18:00,08:00 - 18:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,,The complex of buildings 'CarrÃ©' was put into use in 2010. It is the heart of the Education and Research Centre. The squareâ€¦,0,1,1800,1,0800,2,1800,2,0800,3,1800,3,0800,4,1800,4,0800,5,1800,5,0800,Monday: 08:00 - 18:00,Tuesday: 08:00 - 18:00,Wednesday: 08:00 - 18:00,Thursday: 08:00 - 18:00,Friday: 08:00 - 18:00,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T13:51:28.880Z,,15,poicategory:4093ABF808190FDB723996EF584A8B4E,"Xerox is our partner for
printing and copying on the campus.",52.238451,6.858422,52.238845,6.856673,poiobject:B9B5E7AA85B7684E01BCA26A4606BFE3,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i1a/375a4d01036861a2000905f202fe3b0b00e58b60020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i77/3f560801036861a2000905f202fe3b0b00e58b60020701c1da00da0080.jpg,15,0,Xerox Service Center CarrÃ©,true,true,false,Sunday,Sunday: Closed,Closed,Monday,"Monday: 08:18 - 13:00, 13:18 - 17:00","08:18 - 13:00, 13:18 - 17:00",Tuesday,"Tuesday: 08:18 - 13:00, 13:18 - 17:00","08:18 - 13:00, 13:18 - 17:00",Wednesday,"Wednesday: 08:18 - 13:00, 13:18 - 17:00","08:18 - 13:00, 13:18 - 17:00",Thursday,"Thursday: 08:18 - 13:00, 13:18 - 17:00","08:18 - 13:00, 13:18 - 17:00",Friday,"Friday: 08:18 - 13:00, 13:18 - 17:00","08:18 - 13:00, 13:18 - 17:00",Saturday,Saturday: Closed,Closed,Sunday: Closed,poiobject:E9C23F8347EA6CD48CF31C6818D5203F,Xerox is our partner for printing and copying on the campus.,0,1,1300,1,0830,1,1700,1,1330,2,1300,2,0830,2,1700,2,1330,3,1300,3,0830,"Monday: 08:18 - 13:00, 13:18 - 17:00","Tuesday: 08:18 - 13:00, 13:18 - 17:00","Wednesday: 08:18 - 13:00, 13:18 - 17:00","Thursday: 08:18 - 13:00, 13:18 - 17:00","Friday: 08:18 - 13:00, 13:18 - 17:00",Saturday: Closed,poicategory:8C20C7E8A2366A557E07479375389AD3,3,1700,3,1330,4,1300,4,0830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1700,4,1330,5,1300,5,0830,5,1700,5,1330
2016-06-05T19:27:39.296Z,,16,poicategory:9633E0C77CE5E08A89D02D1349309115,"MESA+ is one of the world's
largest nanotechnology research institutes. The 525 scientists engage
themselves with semiconductors, life sciences, food technology, sensor
technology and energy. MESA+ has a structure containing five research clusters
(Strategic Research Orientations): Applied NanoPhonotics, NanoMaterials for
Energy, Enabling Technologies, Nanotechnology for Innovative Medicine, as well
as Risk analysis and Technology Assessment.",52.237502,6.857911,52.238114,6.857899,poiobject:BE9C3DF1838D8C6B66EB850828D235AC,http://campusapp.webhare-test.utsp.utwente.nl/.uc/id6/f8f08d0103c6036d005ad5f403763b0b0081895c020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i3f/bc52f80103c6036d005ad5f403763b0b0081895c020701c1da00da0080.jpg,15,0,MESA+,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:C74624427ABEF4331EEBD69316EAEE23,MESA+ is one of the world's largest nanotechnology research institutes. The 525 scientists engage themselves withâ€¦,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T09:30:13.081Z,,57,poicategory:ED5340BB14A2F25B367A91BB38668C26,"Apart from the indoor swimming
pool in the sports centre, you'll also find a 25-metre outdoor swimming pool on
the campus. This swimming pool is used during summertime. It has a diving
board, a sunbathing area and changing rooms. The swimming pool is used for
swimming competitions, recreational swimming, diving courses, water polo and
underwater hockey.",52.245815,6.854128,52.245818,6.854142,poiobject:A5C9C9C912EDD8D35887017E9834F567,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i5c/66295401031d066d002acff4037c3b0b00931a02030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i2d/cccd3601031d066d002acff4037c3b0b00931a02030701c1da00da0080.jpg,15,0,Swimming pool - Outdoor,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"Apart from the indoor swimming pool in the sports centre, you'll also find a 25-metre outdoor swimming pool on the campus. Thisâ€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-29T08:37:18.994Z,,15,poicategory:825CC92E50826F5150A85838C692D057,"Welcome to the Faculty of
Electrical Engineering, Mathematics and Computer Science. These three
disciplines shape Information and Communication Technology at the University of
Twente. ICT is more than communication. Mathematics, electronics and computer
technology are present in almost all products, and ICT nowadays contributes to
all of societies' activities. It is no longer about gadgets that we do or do
not want to use. The real integration of ICT is just beginning. What we need is
more intelligence in our systems and improvement of their natural interaction
with humans.",52.238451,6.858422,52.238845,6.856673,poiobject:EC0A0ACF135F0BBE5F0FCD692DCF40CD,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie0/472f2d01032bff6c0085e4f403723b0b00bb6d8d030701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ia5/8e25e701032bff6c0085e4f403723b0b00bb6d8d030701c1da00da0080.jpg,15,0,Faculty EWI - Carre,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:E9C23F8347EA6CD48CF31C6818D5203F,"Welcome to the Faculty of Electrical Engineering, Mathematics and Computer Science. These three disciplines shape Informationâ€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T13:16:26.260Z,,,poicategory:C94D48BE0A576734D84194A7FBD2CBCB,"Wim T. Schippers is a man of
many talents: artist, presenter, playwright. He created this striking work
specifically for the campus. The 'Little Tower of Drienerlo' stands in the
water half-submerged. Schippers himself deliberately spread all kinds of
rumours about this new classic landmark, one of them being that once a church
stood here, but it had slowly submerged under the marshy Twente ground. The 'Torentje' is a
genuine University of Twente icon.",52.242787,6.853495,52.242741,6.853404,poiobject:E46EBE8FE3992801D5B73E42F4F5ED84,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ic3/23fb4001032f61a2006212d202fe3b0b00ba0061020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i83/fd12c301032f61a2006212d202fe3b0b00ba0061020701c1da00da0080.jpg,15,0,Church Tower,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"Wim T. Schippers is a man of many talents: artist, presenter, playwright. He created this striking work specifically for theâ€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T14:02:05.224Z,,48,poicategory:4093ABF808190FDB723996EF584A8B4E,"The major goal of the Student Union is
to facilitate students to have a 'fun and stimulating' study period. The Student
Union is an organization that is in close contact with numerous entities,
varying from the smallest student association to the executive board of the
university. By means of several alliances the Student Union creates as many
opportunities as possible for both associations and individual students.Â 

Â 

Do you want to organize an event or
start an enterprise? The Student Union might help you, for instance, with getting
in touch with the right people or with finding inexpensive office space. The
Student Union also helps you to find out if you are entitled to any kind of subsidy.
Moreover the Student Union has a sponsorship fund on behalf of interesting projects.

Â 

The Student Union is located in the
Bastille buidling, room 332.",52.243082,6.851917,52.243401,6.852218,poiobject:220E1BD9510E9FA78B7968C679AA37E8,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie1/59ff0401039459a20051cf0903523c0b00d8ef59020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i4e/9e977701039459a20051cf0903523c0b00d8ef59020701c1da00da0080.jpg,15,0,Student Union,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 09:00 - 17:00,09:00 - 17:00,Tuesday,Tuesday: 09:00 - 17:00,09:00 - 17:00,Wednesday,Wednesday: 09:00 - 17:00,09:00 - 17:00,Thursday,Thursday: 09:00 - 17:00,09:00 - 17:00,Friday,Friday: 09:00 - 17:00,09:00 - 17:00,Saturday,Saturday: Closed,Closed,Sunday: Closed,poiobject:B4892984C053836F8065EDDE188E184A,The major goal of the Student Union is to facilitate students to have a 'fun and stimulating' study period. The Student Union isâ€¦,1,1,1700,1,0900,2,1700,2,0900,3,1700,3,0900,4,1700,4,0900,5,1700,5,0900,Monday: 09:00 - 17:00,Tuesday: 09:00 - 17:00,Wednesday: 09:00 - 17:00,Thursday: 09:00 - 17:00,Friday: 09:00 - 17:00,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T21:09:53.502Z,,,poicategory:8C20C7E8A2366A557E07479375389AD3,"Are you looking for a parttime
job in Enschede? We recommend you to visit this student agency and find out if
they can offer you a (temporary) part-time job.Â <br/>",52.243799,6.851472,52.243779,6.851536,poiobject:FD9F8211B837DCF6D48ED87C6AA229FA,http://campusapp.webhare-test.utsp.utwente.nl/.uc/idf/80c9060103605ca200a6a58104fe3b0b00671f58020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i7e/b299600103605ca200a6a58104fe3b0b00671f58020701c1da00da0080.jpg,15,0,Asa Student Employment Agency,true,true,false,Sunday,Sunday: Closed,Closed,Monday,Monday: 08:18 - 17:18,08:18 - 17:18,Tuesday,Tuesday: 08:18 - 17:18,08:18 - 17:18,Wednesday,Wednesday: 08:18 - 17:18,08:18 - 17:18,Thursday,Thursday: 08:18 - 17:18,08:18 - 17:18,Friday,Friday: 08:18 - 17:18,08:18 - 17:18,Saturday,Saturday: Closed,Closed,Sunday: Closed,,Are you looking for a parttime job in Enschede? We recommend you to visit this student agency and find out if they can offer youâ€¦,1,1,1730,1,0830,2,1730,2,0830,3,1730,3,0830,4,1730,4,0830,5,1730,5,0830,Monday: 08:18 - 17:18,Tuesday: 08:18 - 17:18,Wednesday: 08:18 - 17:18,Thursday: 08:18 - 17:18,Friday: 08:18 - 17:18,Saturday: Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
